"HospitalName" "Address" "District" "Phone" "Update_DtTm" "Normal_Bed_Total" "Normal_Bed_Vacant" "O2_Bed_Total" "O2_Bed_Vacant" "ICU_Bed_Total" "ICU_Bed_Vacant" "All_Bed_Total" "All_Bed_Vacant" "importDate"
"CHO - ANNAI HOSPITAL, THURAIYUR" "358,Extension,,Thuraiyur-621010,O,Thuraiyur" "Thiruchirappalli" "90037912399597899553" "Last Updated on: 28/05/2021 10:16 PM" 5 0 21 0 4 0 30 0 2021-05-28
"CHC - ATLAS HOSPITALS" "NO:34/1 ,FIRST CROSS VN NAGAR, ,KARUR MAIN ROAD,NEAR CHATHIRAM BUS STAND,TRICHY,Tiruchirappalli-East" "Thiruchirappalli" "7092980125" "Last Updated on: 28/05/2021 12:35 AM" 19 0 25 0 10 0 54 0 2021-05-28
"CCC - Agricultural University, Kumulur" "" "Thiruchirappalli" "9842820945" "Last Updated on: 26/05/2021 12:37 AM" 0 0 0 0 0 0 0 0 2021-05-28
"CHC - Aiyshwariya Hospital, Woraiyur" "" "Thiruchirappalli" "94422394769486917817" "Last Updated on: 28/05/2021 12:59 AM" 2 0 4 0 6 0 12 0 2021-05-28
"CHC - Apollo Hospital, Trichy" "Chennai  Bye - Pass Road , Ariyamangalam Old Palpannai, Trichy - 620010,Trichy,Ariyamangalam,Thiruchirapalli-West" "Thiruchirappalli" "9842164211" "Last Updated on: 28/05/2021 01:29 PM" 28 0 40 0 12 0 80 0 2021-05-28
"CHC - Assured Best Care Hospital(P) Ltd (ABC Hospital) Annamalai Nagar" "" "Thiruchirappalli" "9655240722" "Last Updated on: 28/05/2021 04:36 PM" 14 0 22 0 4 0 40 0 2021-05-28
"CHC - Athma Hospitals, Thillai Nagar" "Thillainagar,10 Cross,Trichy,Tiruchirappalli-East" "Thiruchirappalli" "7339440730" "Last Updated on: 28/05/2021 12:51 AM" 0 0 0 0 0 0 0 0 2021-05-28
"CHC - B.G.Hospital,Veeapandianpatnam" "1/143-B, TUTICORIN ROAD,VEERAPANDIANPATANAM,Tiruchendur" "Thiruchirappalli" "9940135000 (11:00 AM  - 1:00 PM)" "Last Updated on: 28/05/2021 08:18 AM" 9 0 7 0 9 0 25 0 2021-05-28
"CCC - Bishop Heber College, Trichy" "Opposite Geethanjali hospital,Vayalur road,Puthur,Thiruchirapalli-West" "Thiruchirappalli" "6385875201 (8.00 am to 10 pm)" "Last Updated on: 28/05/2021 09:39 AM" 350 108 0 0 0 0 350 108 2021-05-28
"CHO - CETHAR HOSPITALS LIVER AND KIDNEY TRANSPLANTATION CENTRE" "C-108 fort station road thillainagar,Thiruchirapalli-West" "Thiruchirappalli" "9597089575" "Last Updated on: 28/05/2021 04:55 PM" 5 0 7 4 8 0 20 4 2021-05-28
"CHO - CSI Mission Hospital Trichy" "Woraiyur,  Trichy-620003 ,Thiruchirapalli-West" "Thiruchirappalli" "8111098760" "Last Updated on: 28/05/2021 04:35 PM" 7 0 5 0 0 0 12 0 2021-05-28
"CHC - City Medical Center, Thennur" "21/87, Ramarao Agraharam, Srinivasapuram, Seshapuram, Tennur, Tiruchirappalli, Tamil Nadu 620017,21/87, Ramarao Agraharam, Srinivasapuram, Seshapuram, Tennur, Tiruchirappalli, Tamil Nadu 620017,TENNUR,Thiruchirapalli-West" "Thiruchirappalli" "7904419268" "Last Updated on: 28/05/2021 09:06 AM" 10 10 10 0 5 0 25 10 2021-05-28
"CHO - DECCA HOSPITAL" "" "Thiruchirappalli" "7397585602" "Last Updated on: 28/05/2021 04:28 PM" 3 3 17 3 2 0 22 6 2021-05-28
"CHO - Deepan Hospital, Trichy." "" "Thiruchirappalli" "9751242123" "Last Updated on: 28/05/2021 07:22 PM" 4 1 10 0 2 0 16 1 2021-05-28
"CHC - Dr.G.Viswanathan Hospital, Mambalasalai" "Chennai Mambalasalai,trichy-05.,Trichy,Srirangam" "Thiruchirappalli" "7397771120" "Last Updated on: 28/05/2021 01:04 PM" 7 0 23 0 5 0 35 0 2021-05-28
"CHC - Dr.Jeyaraman Hospital " "Dindigul Road,Manapparai,Manapparai" "Thiruchirappalli" "984381185090475101029047510102" "Last Updated on: 28/05/2021 09:59 AM" 5 2 3 1 1 0 9 3 2021-05-28
"CHO - Dr.Sri Ramya Multispeciality hospital, Trichy" "" "Thiruchirappalli" "9842451710" "Last Updated on: 28/05/2021 08:48 AM" 5 0 5 3 10 0 20 3 2021-05-28
"CHC - Ebenezer Hospital, Thoothukudi" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:24 AM" 5 0 4 0 1 0 10 0 2021-05-28
"CHO - Fathima Maternity Home, Trichy" "THILLAINAGAR,10TH CROSS,Thillainagar,Thiruchirapalli-West" "Thiruchirappalli" "9043570000" "Last Updated on: 28/05/2021 08:44 PM" 5 4 5 0 2 0 12 4 2021-05-28
"CHC - G V N Hospital Pvt Ltd, Devathanam" "GVN HOSPITAL (P) LTD.,46,SINGARATHOPE,TRICHY.620008,Trichy,46,SINGARATHOPE TRICHY ,Thiruchirapalli-West" "Thiruchirappalli" "9943551809" "Last Updated on: 28/05/2021 04:21 PM" 3 0 7 0 0 0 10 0 2021-05-28
"CHO - GKM Hospital Manaparai Trichy" "" "Thiruchirappalli" "9578434689" "Last Updated on: 28/05/2021 01:57 PM" 18 18 10 0 4 0 32 18 2021-05-28
"CHO - Gitanjali Medical Centre, Trichy." "" "Thiruchirappalli" "9976953000" "Last Updated on: 28/05/2021 02:18 PM" 14 0 7 0 4 0 25 0 2021-05-28
"CCC - Govt Engg College Sethurapatty" "" "Thiruchirappalli" "9443262031" "Last Updated on: 28/05/2021 12:31 AM" 500 500 0 0 0 0 500 500 2021-05-28
"CHC - Govt. Hospital, Lalgudi" "Anbil Main Road, Siruthaiyur, Lalgudi ,Lalgudi" "Thiruchirappalli" "9655178742" "Last Updated on: 28/05/2021 04:19 PM" 20 12 0 0 0 0 20 12 2021-05-28
"CHC - Govt. Hospital, Manachanallur" "Government hospital,Edhumalai road,Mannachanallur,Mannachanallur" "Thiruchirappalli" "9442061042" "Last Updated on: 28/05/2021 07:47 PM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Govt. Hospital, Musiri" "TRICHY-SALEM MAIN ROAD,Musiri" "Thiruchirappalli" "9445078039" "Last Updated on: 28/05/2021 09:01 PM" 10 10 0 0 0 0 10 10 2021-05-28
"CHC - Govt. Hospital, Omandhr" "Omandur,Mannachanallur" "Thiruchirappalli" "9489252644" "Last Updated on: 28/05/2021 10:31 AM" 6 3 0 0 0 0 6 3 2021-05-28
"CHC - Govt. Hospital, Thiruverumbur @ Thuvakudi" "Thanjavur main road,Thuvakudi,Main road,Thiruverumbur" "Thiruchirappalli" "9952512035" "Last Updated on: 28/05/2021 09:41 AM" 3 0 0 0 0 0 3 0 2021-05-28
"CHC - Govt. Hospital, Thottiam" "TRICHY MAIN ROAD,THOTTIYAM,NEAR THOTTIYAM BUS STAND,Thottiam" "Thiruchirappalli" "04326254021" "Last Updated on: 28/05/2021 01:27 PM" 6 6 0 0 0 0 6 6 2021-05-28
"CHC - Govt. Hospital, Thuraiyur" "Perambalur main road,Thuraiyur,Thuraiyur,Thuraiyur" "Thiruchirappalli" "04327222308" "Last Updated on: 28/05/2021 09:05 AM" 5 5 3 3 0 0 8 8 2021-05-28
"CHC - Govt. Hospital, Thuvarankurichi" "" "Thiruchirappalli" "9994452824" "Last Updated on: 28/05/2021 09:36 AM" 4 4 0 0 0 0 4 4 2021-05-28
"CHO - Harshmitra Oncology Pvt Ltd, Nagamangalam" "101/4A, MATHUR PANCHAYAT ROAD JUNCTION, TRICHY MADURAI BYPASS NH 45 B,NAGAMANGALAM,Srirangam" "Thiruchirappalli" "9159641777" "Last Updated on: 28/05/2021 02:08 PM" 5 1 13 0 2 0 20 1 2021-05-28
"ICCC - Inamkolathur" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:03 PM" 30 25 0 0 0 0 30 25 2021-05-28
"CHO - Indiraa Seshadri Nursing Home" "No. 5 Raja colony collector's office road, cantonment,Tiruchirapalli,Near by HOTEL SANGAM,Tiruchirappalli-East" "Thiruchirappalli" "8883299011" "Last Updated on: 28/05/2021 08:09 AM" 19 16 25 8 3 0 47 24 2021-05-28
"CHO - JAGADHA HOSPITAL" "" "Thiruchirappalli" "9843853720" "Last Updated on: 28/05/2021 02:18 PM" 4 3 14 0 2 0 20 3 2021-05-28
"CHC - Jai Hospital,Kovilpatti" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 01:10 PM" 0 0 5 1 0 0 5 1 2021-05-28
"CHO - KMC specialty Hospital trichy" "" "Thiruchirappalli" "7708832460" "Last Updated on: 28/05/2021 04:40 PM" 22 0 14 0 4 0 40 0 2021-05-28
"CHO - Kanapathy Memorial Hospital, Musiri" "NO:6 Thuraiyur Road, MUSIRI-621211,Musiri" "Thiruchirappalli" "90033343029585750428" "Last Updated on: 28/05/2021 04:17 PM" 6 6 12 1 6 0 24 7 2021-05-28
"CHO - Kathir Hospital, Woraiyur" "" "Thiruchirappalli" "86672229338883893521" "Last Updated on: 28/05/2021 01:13 PM" 4 0 18 0 3 0 25 0 2021-05-28
"ICCC - Kattuputhur" "" "Thiruchirappalli" "9999" "Last Updated on: 21/05/2021 01:31 PM" 20 20 0 0 0 0 20 20 2021-05-28
"CHO - Kauvery Hospital Heartcity(A Unit of Sri Kauvery Medical Care India Ltd)" "12/52, Alexandria Road, ,12/52 Alexandria Road,Cantonment,Thiruchirapalli-West" "Thiruchirappalli" "9600943904" "Last Updated on: 28/05/2021 09:18 PM" 10 8 10 6 15 4 35 18 2021-05-28
"CHO - Kauvery Hospital, Tennur, Thiruchirappalli" "No:1, K.C. Road, Tennur,Thiruchirapalli-West" "Thiruchirappalli" "7708890324" "Last Updated on: 28/05/2021 09:12 AM" 45 0 45 0 30 0 120 0 2021-05-28
"CHC - Kavi Hospital & Neuro Foundation" "Senthaneer puram,Trichy,Trichy,Thiruchirapalli-West" "Thiruchirappalli" "9944645528" "Last Updated on: 28/05/2021 12:59 AM" 4 0 24 0 2 0 30 0 2021-05-28
"ICCC - Kulumani" "KULUMANI, ,Srirangam" "Thiruchirappalli" "94432241079" "Last Updated on: 28/05/2021 09:49 AM" 20 8 0 0 0 0 20 8 2021-05-28
"CCC - Kurinji College of Enginnerring,  Karattupatty" "Kurinji Nagar, Trichy-Dindigul NH-Road, Manapparai, Tamil Nadu 621307,Manapparai" "Thiruchirappalli" "7845271767" "Last Updated on: 28/05/2021 01:55 PM" 0 0 0 0 0 0 0 0 2021-05-28
"CHO - L G NURSING HOME" "37 T PET  ROAD,MUSIRI,Musiri,Musiri" "Thiruchirappalli" "9894661732" "Last Updated on: 28/05/2021 04:44 PM" 3 0 14 0 3 0 20 0 2021-05-28
"CHO - LM Hospital Thuraiyur Trichy" "28,perembalur road,thuraiyur 621010,Near ceylon office bus stop, thuraiyur. 621010,Thuraiyur ,Tiruchirappalli-East" "Thiruchirappalli" "8098058961" "Last Updated on: 28/05/2021 01:30 PM" 10 3 3 0 2 0 15 3 2021-05-28
"CHO - MAX CARE  HOSPITAL" "Salai Road,  Annamalai Nagar ,Woraiyur,,Trichy,Salai Road,  Annamalai Nagar ,Thiruchirapalli-West" "Thiruchirappalli" "96000735809840152903 (4 .00 pm to 12 am )" "Last Updated on: 28/05/2021 04:12 PM" 10 1 10 0 3 0 23 1 2021-05-28
"CHO - MGM GH Trichy" "" "Thiruchirappalli" "9566011783" "Last Updated on: 28/05/2021 09:21 AM" 366 98 573 0 100 0 1039 98 2021-05-28
"CHO - MMM Multi Speciality Hospital" "Karur bypass road ,Trichy,Thiruchirapalli-West" "Thiruchirappalli" "9791346360" "Last Updated on: 28/05/2021 01:29 PM" 5 5 10 10 5 5 20 20 2021-05-28
"CHC - Manapparai HQH" "VIRALIMALAI ROAD,,MANAPPARAI,Manapparai" "Thiruchirappalli" "7010368238" "Last Updated on: 28/05/2021 08:55 AM" 15 0 75 0 10 0 100 0 2021-05-28
"CHO - Mangalam Hospital" "C105,FRTSTATION ROAD,5TH CROSS,THILLAI NAGAR,TRICHY-620018,Trichy,Tiruchirappalli-East" "Thiruchirappalli" "8526661966" "Last Updated on: 28/05/2021 09:13 AM" 15 0 15 0 0 0 30 0 2021-05-28
"CHO - Marudhu hospital Thuraiyur" "Near bus stand,SRS NAGAR, THURAIYUR,Thuraiyur" "Thiruchirappalli" "9843623660" "Last Updated on: 28/05/2021 09:25 AM" 7 0 5 0 0 0 12 0 2021-05-28
"CHC - Maruti Hospital,Thennur" "No 95 Pattabiraman Street Thennur ,Tiruchirappalli-East" "Thiruchirappalli" "9944920163" "Last Updated on: 28/05/2021 05:04 PM" 22 5 54 0 10 0 86 5 2021-05-28
"CHO - Mathuram Hospital " "3A,3B guru medical Hall, Puthur, Trichy,Thiruchirapalli,Thiruchirapalli-West" "Thiruchirappalli" "8072002069" "Last Updated on: 27/05/2021 04:38 PM" 5 1 9 1 1 0 15 2 2021-05-28
"ICCC - Navalpattu" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 08:56 PM" 20 18 0 0 0 0 20 18 2021-05-28
"CCC - Nehru Memorial Arts and Science College , Puthanampatti" "NEHRU MEMORIAL ARTS AND SCIENCE,PUTHANAMPATTI,Musiri" "Thiruchirappalli" "9342092985" "Last Updated on: 27/05/2021 12:44 AM" 136 0 0 0 0 0 136 0 2021-05-28
"CHC - Neuro One Hospital, Karur Bye Pass Road" "55/3 Karur bypass road ,Trichy 2,Chatram bus stand ,Srirangam" "Thiruchirappalli" "86677689527397771405" "Last Updated on: 28/05/2021 01:21 PM" 13 0 14 0 8 0 35 0 2021-05-28
"CCC - OFT, Thiruverumbur" "" "Thiruchirappalli" "9487132047" "Last Updated on: 28/05/2021 11:24 AM" 10 1 0 0 0 0 10 1 2021-05-28
"CHC - Pankajam Sitaram Nursing Home, (Unit of GVN Hospitals), Sri Rangam" "5,RENGANATHAPURAM EAST, SRIRANGAM , TRICHY-620006.,SRIRANGAM,Srirangam" "Thiruchirappalli" "9629996531" "Last Updated on: 28/05/2021 04:33 PM" 0 0 29 0 4 0 33 0 2021-05-28
"CHO - Prabhu Nursing Home" "25, VENKATESAN ROAD, PONNAGAR,PONNAGAR,Thiruchirapalli-West" "Thiruchirappalli" "86672443719600945215" "Last Updated on: 28/05/2021 09:41 AM" 6 0 15 0 1 0 22 0 2021-05-28
"ICCC - Puduruthamnur" "" "Thiruchirappalli" "9999" "Last Updated on: 26/05/2021 11:50 AM" 8 6 0 0 0 0 8 6 2021-05-28
"ICCC - Pullambadi" "Ariyalur road,Near union office,Union office backside,Lalgudi" "Thiruchirappalli" "9842020945" "Last Updated on: 28/05/2021 08:43 PM" 15 11 0 0 0 0 15 11 2021-05-28
"ICCC - Puthanatham" "" "Thiruchirappalli" "9999" "Last Updated on: 27/05/2021 01:55 PM" 18 18 0 0 0 0 0 18 2021-05-28
"CHO - Q Med Hospital trichy" "" "Thiruchirappalli" "9786161166" "Last Updated on: 28/05/2021 01:02 PM" 5 0 10 0 10 0 25 0 2021-05-28
"CHC - Q Med Hospital, Puthur" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 01:07 PM" 5 0 10 0 10 0 25 0 2021-05-28
"CHO - RNR  hospital" "" "Thiruchirappalli" "04312403115" "Last Updated on: 28/05/2021 09:53 PM" 4 4 4 0 6 3 14 7 2021-05-28
"CHC - ROYAL PEARL HOSPITAL" "C -12 , Royal Pearl Hospital,Third cross east Thillai nagar,THILLANAGER,Thiruchirapalli-West" "Thiruchirappalli" "8300244928" "Last Updated on: 28/05/2021 12:31 AM" 0 0 18 4 7 0 25 4 2021-05-28
"CHC - Railway Hospital" "Divisional railway hospital,Ponmalai,Trichy,Ponmalai,Thiruverumbur" "Thiruchirappalli" "900386450290038645109003864507" "Last Updated on: 28/05/2021 10:32 PM" 0 0 55 0 0 0 55 0 2021-05-28
"CHC - Rajendhira Hospital, Thiruvanaikovil" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 08:33 PM" 0 0 16 0 0 0 0 0 2021-05-28
"CHC - Retna Global Hospital, Tennur" "95/1,Pattabiraman street, Tennur, Trichy,Thiruchirapalli-West" "Thiruchirappalli" "7708077419" "Last Updated on: 28/05/2021 01:36 PM" 0 0 54 0 16 0 70 0 2021-05-28
"CHO - SINDUJA HOSPITAL, MADURAI ROAD, MANAPPARAI" "76 MADURAI ROAD, ,MANAPPARAI,MANAPPARAI,Manapparai" "Thiruchirappalli" "94420099569677556546 (5.00 PM TO 11 PM)" "Last Updated on: 28/05/2021 12:50 AM" 55 0 26 0 19 0 100 0 2021-05-28
"CHO - SMS HOSPITAL " "" "Thiruchirappalli" "9750958301" "Last Updated on: 28/05/2021 01:27 PM" 14 13 21 7 6 1 41 21 2021-05-28
"CHO - SRI AUROMA HOSPITAL AND TAKE CARE HOME" "UDC  CAMPUS,PAPPAKURUCHI ,KATTUR,TRICHIRAPALLI,TRICHY,KATTUR,Thiruverumbur" "Thiruchirappalli" "9894226648" "Last Updated on: 28/05/2021 06:00 PM" 17 9 8 0 0 0 25 9 2021-05-28
" CHO - SRI Hospitals, Mannaparai" "" "Thiruchirappalli" "8056700055" "Last Updated on: 28/05/2021 11:28 PM" 10 2 10 7 0 0 20 9 2021-05-28
"CHO - SRI KUMARAN HOSPITAL" "50/9 VIRALIMALAI ROAD,MANAPPARAI,MANAPPARAI,Manapparai" "Thiruchirappalli" "9003772250" "Last Updated on: 28/05/2021 12:36 AM" 14 11 10 0 6 1 30 12 2021-05-28
"CHC - Sethu ENT Research Centre, Thilainagar" "D-108,9th cross east,Thillainagar,Thiruchirapalli-West" "Thiruchirappalli" "8825113361" "Last Updated on: 28/05/2021 06:39 PM" 12 10 10 9 0 0 22 19 2021-05-28
"CHO - Shiyamala Nursing Home, Trichy." "" "Thiruchirappalli" "9600527248" "Last Updated on: 28/05/2021 03:07 PM" 15 6 10 5 0 0 25 11 2021-05-28
"CHO - Shree Akhshaya Hospital,thottiyam" "30-azhzgunachiyaman street,oppo to vengadeswara theatre,Thottiam" "Thiruchirappalli" "9786629484" "Last Updated on: 28/05/2021 05:33 PM" 11 0 9 0 5 0 25 0 2021-05-28
"CHC - Silverline speciality hospital" "NO-C23, 4TH CROSS, WEST EXTENSION, THILLAI NAGAR, TRICHY,THILLAI NAGAR,Thiruchirapalli-West" "Thiruchirappalli" "9384875957" "Last Updated on: 28/05/2021 02:06 PM" 10 0 12 0 3 0 25 0 2021-05-28
"ICCC - Sirukambur" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:11 PM" 20 12 0 0 0 0 20 12 2021-05-28
"CHC - Sri Vekateswara Hospitals" "21, Chennai-Trichy Trunk Road,Srirangam,Thiruvanaikoil,Srirangam" "Thiruchirappalli" "7604919191 (10 to 8)" "Last Updated on: 28/05/2021 01:19 PM" 0 0 20 3 0 0 20 3 2021-05-28
"CHO - Srinivasa Medical college and hospital,Trichy" "" "Thiruchirappalli" "9994435797" "Last Updated on: 28/05/2021 04:51 PM" 56 36 4 0 0 0 60 36 2021-05-28
"CHC - Srirangam" "" "Thiruchirappalli" "9994301051" "Last Updated on: 28/05/2021 07:19 PM" 0 0 20 5 0 0 20 5 2021-05-28
"CHC - Star KIMS Hospital, Thillai Nagar" "D6,6 TH CROSS WEST EXTENTION,THILLAI NAGAR,Thiruchirapalli-West" "Thiruchirappalli" "7373763019 (9AM TO 5 PM)7373763018 (5 PM TO 10 AM)" "Last Updated on: 28/05/2021 09:44 PM" 0 0 32 11 8 0 40 11 2021-05-28
"CHO - Sugam Hospital, Manapparai" "Sugam Hospital, 63/5, Madurai Road, Manapparai,Trichy.,Trichy,Manapparai,Manapparai" "Thiruchirappalli" "9003777764" "Last Updated on: 28/05/2021 12:33 AM" 12 0 14 0 4 0 30 0 2021-05-28
"CHO - Sundaram Hospital" "NO 17 EVR ROAD PUTHUR ,PUTHUR,Thiruchirapalli-West" "Thiruchirappalli" "7397789749" "Last Updated on: 28/05/2021 12:31 AM" 10 0 36 0 10 0 56 0 2021-05-28
"ICCC - T.Puthur" "UGPHC Tputhur Musiri taluk Trichy,Musiri" "Thiruchirappalli" "9342240540" "Last Updated on: 28/05/2021 04:30 PM" 136 10 0 0 0 0 136 10 2021-05-28
"ICCC - Thathaiangarpet" "" "Thiruchirappalli" "9566977358" "Last Updated on: 28/05/2021 10:23 AM" 0 0 0 0 0 0 0 0 2021-05-28
"CHO - Thilagavathy Hospital, Trichy" "12, WIRELESS ROAD ,AIRPORT,TRICHY 620007,AIRPORT,Thiruchirapalli-West" "Thiruchirappalli" "9489235555" "Last Updated on: 28/05/2021 08:00 PM" 2 0 8 0 0 0 10 0 2021-05-28
"CHC - Tiruchy Medical Centre and Hospitals PVT LTD, " "NO:17 B, THILLAI NAGAR WEST, 11TH B CROSS, TRICHY - 620018,Trichy,Thillai Nagar,Thiruchirapalli-West" "Thiruchirappalli" "8754785833" "Last Updated on: 28/05/2021 01:05 PM" 0 0 27 0 5 0 32 0 2021-05-28
"CHC - Trichy SRM Medical College Hospital And Research Centre" "Trichy Chennai National Highway,SRM Nagar ,Irungalur,Mannachanallur" "Thiruchirappalli" "978744438104312258794" "Last Updated on: 28/05/2021 01:18 PM" 250 42 90 0 20 0 360 42 2021-05-28
"ICCC - Uppiliapuram" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:13 PM" 20 20 0 0 0 0 20 20 2021-05-28
"ICCC - Vaiyampatti" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:09 PM" 20 20 0 0 0 0 20 20 2021-05-28
"ICCC - Valanadu" "" "Thiruchirappalli" "9999" "Last Updated on: 28/05/2021 09:12 PM" 0 0 0 0 0 0 0 0 2021-05-28
"ICCC - Veeramachanpatti" "" "Thiruchirappalli" "9999" "Last Updated on: 21/05/2021 01:34 PM" 20 20 0 0 0 0 20 20 2021-05-28
"CHC - Velan Speciality Hospitals, Highways Colony" "No.1 Highways colony ,Jail cornor,subramaniyapuram" "Thiruchirappalli" "4312334444" "Last Updated on: 28/05/2021 12:35 AM" 0 0 22 0 3 0 25 0 2021-05-28
"CHO - Wellcare hospital, Trichy " "C-165,9A THILLAI NAGAR WEST,NEAR VKN BLDG,THILLAI NAGAR,Thiruchirapalli-West" "Thiruchirappalli" "9003988099" "Last Updated on: 28/05/2021 09:56 AM" 2 2 8 0 1 0 11 2 2021-05-28
"CCC - Yathiri Nivas , Srirangam" "" "Thiruchirappalli" "8870873731" "Last Updated on: 28/05/2021 06:16 PM" 530 135 0 0 0 0 530 135 2021-05-28
"CHO - Arun Hospital" "379C/5, Madurai Main Road, Bungalowmedu, Theni-625531. ,379C/5, Madurai Main Road, Bungalowmedu, Theni-625531. ,Theni" "Theni" "8248519136381726056" "Last Updated on: 28/05/2021 08:20 PM" 7 0 8 0 0 0 15 0 2021-05-28
"CHC - Bodinaickannur TK" "Kurangani road , bodinayakanur,Bodinayakanur" "Theni" "9942868341" "Last Updated on: 28/05/2021 11:57 AM" 40 0 0 0 0 0 40 0 2021-05-28
"CCC - CCC Theni (Old GH )" "Mirandalane,Allinagaram,Theni,GH road,Theni" "Theni" "9500930355" "Last Updated on: 28/05/2021 10:18 AM" 90 41 0 0 0 0 90 41 2021-05-28
"CHC - Cumbum NTK" "" "Theni" "7034213026" "Last Updated on: 28/05/2021 08:45 PM" 60 37 0 0 0 0 60 37 2021-05-28
"ICCC - Devadanapatti" "Devadanapatti,Periyakulam" "Theni" "8754745947" "Last Updated on: 28/05/2021 11:01 AM" 14 12 0 0 0 0 14 12 2021-05-28
"ICCC - Dombucherry UGPHC" "Dombucherry ,Bodinayakanur" "Theni" "9750115580" "Last Updated on: 28/05/2021 07:19 PM" 17 8 0 0 0 0 17 8 2021-05-28
"CHC - GHQH PERIYAKULAM" "GHQH Periyakulam,Government hospital,Periyakulam,Periyakulam" "Theni" "70102813749488833216" "Last Updated on: 28/05/2021 09:22 PM" 95 63 4 0 1 0 100 63 2021-05-28
"CCC - GOVT Poly Tech Boys Hostal-Thekkampatti" "Aundipatti, Thekkampatti, Theni, Theni - 625517,Thekkampatti,Thekkampatti,Aundipatti" "Theni" "9442532014" "Last Updated on: 28/05/2021 11:06 AM" 120 29 0 0 0 0 120 29 2021-05-28
"CHO - Goverment Medical college Theni" "K. VILLAKKU, THENI MAIN ROAD,Theni" "Theni" "0454626364204546263642" "Last Updated on: 28/05/2021 06:21 PM" 104 4 526 3 50 0 680 7 2021-05-28
"CCC - Government College of Engineering Bodinayakanur Mens Hostel" "Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582,Bodinayakkanur " "Theni" "9750115580" "Last Updated on: 28/05/2021 07:18 PM" 220 48 0 0 0 0 220 48 2021-05-28
"CCC - Government College of Engineering Bodinayakanur Womens Hostel" "Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582,Bodinayakkanur " "Theni" "9750115580" "Last Updated on: 28/05/2021 08:00 PM" 241 40 0 0 0 0 241 40 2021-05-28
"ICCC - Gudalur" "Gudalur,Uthamapalayam" "Theni" "9842131667" "Last Updated on: 28/05/2021 09:16 PM" 20 20 0 0 0 0 20 20 2021-05-28
"ICCC - Kadamalai Gundu" "Kadamalaigundu,Aundipatti" "Theni" "9942048908" "Last Updated on: 28/05/2021 10:43 AM" 14 7 0 0 0 0 14 7 2021-05-28
"CHC - Krishnammal Memorial  Hospital" "293, PERIYAKULAM ROAD, THENI,Near  FIRE SERVICE STATION,THENI,Theni" "Theni" "9786629040" "Last Updated on: 28/05/2021 08:00 AM" 10 10 20 5 5 5 35 20 2021-05-28
"CHC - NRT Hospitals" "Madurai Road,Theni" "Theni" "99409680609894447717" "Last Updated on: 28/05/2021 07:42 AM" 20 18 20 0 10 0 50 18 2021-05-28
"CHO - Nalam Hospital" "63/2 lake road,Sriram nagar,Allinagaram,Theni" "Theni" "8870007020" "Last Updated on: 28/05/2021 02:28 PM" 3 3 12 0 0 0 15 3 2021-05-28
"ICCC - Odaipatti UGPHC" "odaipatti,Uthamapalayam" "Theni" "9442292332" "Last Updated on: 28/05/2021 08:03 PM" 20 7 0 0 0 0 20 7 2021-05-28
"ICCC - Rajathani" "Rajathani,Aundipatti" "Theni" "9790981765" "Last Updated on: 28/05/2021 10:57 AM" 20 5 0 0 0 0 20 5 2021-05-28
"CCC - Slum clearance Tenements-Vadaveeranayakannpatttii" "" "Theni" "9865806703" "Last Updated on: 28/05/2021 11:16 AM" 168 18 0 0 0 0 168 18 2021-05-28
"CCC - Slum clearance Tenements-thappakundu" "" "Theni" "9442532014" "Last Updated on: 28/05/2021 07:22 PM" 18 18 2 2 0 0 20 20 2021-05-28
"CHC - Theni Medical Centre, Nehruji Road" "Near V.V.G Store,Theni" "Theni" "98947112269600407494" "Last Updated on: 28/05/2021 02:42 PM" 0 0 25 0 0 0 25 0 2021-05-28
"ICCC - Thevaram" "Thevaram,Uthamapalayam" "Theni" "9842542048" "Last Updated on: 28/05/2021 10:55 AM" 15 3 0 0 0 0 15 3 2021-05-28
"ICCC - Veerapandi" "Veerapandi,Theni" "Theni" "9442255155" "Last Updated on: 28/05/2021 10:53 AM" 18 11 0 0 0 0 18 11 2021-05-28
"CHO - Viyasini MultiSpeciality Hospital,Sillamarathupatti" "Thevaram Main Road,silamarathupatti,Bodinayakanur" "Theni" "99527667789585867634" "Last Updated on: 28/05/2021 07:47 AM" 3 3 10 0 0 0 13 3 2021-05-28
